fraccion,industria,aviso_automatico
5803.00.04,Textil y Confeccion,True
5803.00.99,Textil y Confeccion,True
5804.10.01,Textil y Confeccion,True
5804.21.01,Textil y Confeccion,True
5804.29.01,Textil y Confeccion,True
5804.30.01,Textil y Confeccion,True
5805.00.01,Textil y Confeccion,True
5806.10.01,Textil y Confeccion,True
5806.10.99,Textil y Confeccion,True
5806.20.01,Textil y Confeccion,True
5806.20.99,Textil y Confeccion,True
5806.31.01,Textil y Confeccion,True
5806.32.01,Textil y Confeccion,True
5806.39.01,Textil y Confeccion,True
5806.39.99,Textil y Confeccion,True
5806.40.01,Textil y Confeccion,True
5806.40.99,Textil y Confeccion,True
5807.10.01,Textil y Confeccion,True
5807.90.99,Textil y Confeccion,True
5808.10.01,Textil y Confeccion,True
5808.90.99,Textil y Confeccion,True
5809.00.01,Textil y Confeccion,True
5810.10.01,Textil y Confeccion,True
5810.91.01,Textil y Confeccion,True
5810.92.01,Textil y Confeccion,True
5810.99.01,Textil y Confeccion,True
5811.00.01,Textil y Confeccion,True
5901.10.01,Textil y Confeccion,True
5901.90.01,Textil y Confeccion,True
5901.90.02,Textil y Confeccion,True
5901.90.99,Textil y Confeccion,True
5902.10.01,Textil y Confeccion,True
5902.20.01,Textil y Confeccion,True
5902.90.99,Textil y Confeccion,True
5903.10.01,Textil y Confeccion,True
5903.10.99,Textil y Confeccion,True
5903.20.01,Textil y Confeccion,True
5903.20.99,Textil y Confeccion,True
5903.90.01,Textil y Confeccion,True
5903.90.02,Textil y Confeccion,True
5903.90.99,Textil y Confeccion,True
5904.10.01,Textil y Confeccion,True
5904.90.01,Textil y Confeccion,True
5904.90.02,Textil y Confeccion,True
5905.00.01,Textil y Confeccion,True
5906.10.01,Textil y Confeccion,True
5906.91.01,Textil y Confeccion,True
5906.91.99,Textil y Confeccion,True
5906.99.01,Textil y Confeccion,True
5906.99.02,Textil y Confeccion,True
5906.99.03,Textil y Confeccion,True
5906.99.99,Textil y Confeccion,True
5907.00.01,Textil y Confeccion,True
5907.00.02,Textil y Confeccion,True
5907.00.03,Textil y Confeccion,True
5907.00.04,Textil y Confeccion,True
5907.00.05,Textil y Confeccion,True
5907.00.06,Textil y Confeccion,True
5907.00.99,Textil y Confeccion,True
5908.00.01,Textil y Confeccion,True
5908.00.02,Textil y Confeccion,True
5908.00.03,Textil y Confeccion,True
5908.00.99,Textil y Confeccion,True
5909.00.01,Textil y Confeccion,True
5910.00.01,Textil y Confeccion,True
5911.10.01,Textil y Confeccion,True
5911.10.99,Textil y Confeccion,True
5911.20.01,Textil y Confeccion,True
5911.31.01,Textil y Confeccion,True
5911.32.01,Textil y Confeccion,True
5911.40.01,Textil y Confeccion,True
5911.90.01,Textil y Confeccion,True
5911.90.02,Textil y Confeccion,True
5911.90.03,Textil y Confeccion,True
5911.90.99,Textil y Confeccion,True
6001.10.02,Textil y Confeccion,True
6001.10.99,Textil y Confeccion,True
6001.21.01,Textil y Confeccion,True
6001.22.01,Textil y Confeccion,True
6001.29.01,Textil y Confeccion,True
6001.29.02,Textil y Confeccion,True
6001.29.99,Textil y Confeccion,True
6001.91.01,Textil y Confeccion,True
6001.92.01,Textil y Confeccion,True
6001.99.01,Textil y Confeccion,True
6002.40.01,Textil y Confeccion,True
6002.40.99,Textil y Confeccion,True
6002.90.01,Textil y Confeccion,True
6002.90.99,Textil y Confeccion,True
6003.10.01,Textil y Confeccion,True
6003.20.01,Textil y Confeccion,True
6003.30.01,Textil y Confeccion,True
6003.40.01,Textil y Confeccion,True
6003.90.01,Textil y Confeccion,True
6003.90.99,Textil y Confeccion,True
6004.10.01,Textil y Confeccion,True
6004.10.02,Textil y Confeccion,True
6004.10.03,Textil y Confeccion,True
6004.10.04,Textil y Confeccion,True
6004.10.05,Textil y Confeccion,True
6004.10.06,Textil y Confeccion,True
6004.10.99,Textil y Confeccion,True
6004.90.01,Textil y Confeccion,True
6004.90.99,Textil y Confeccion,True
6005.21.01,Textil y Confeccion,True
6005.22.01,Textil y Confeccion,True
6005.23.01,Textil y Confeccion,True
6005.24.01,Textil y Confeccion,True
6005.31.01,Textil y Confeccion,True
6005.32.01,Textil y Confeccion,True
6005.32.99,Textil y Confeccion,True
6005.33.01,Textil y Confeccion,True
6005.34.01,Textil y Confeccion,True
6005.41.01,Textil y Confeccion,True
6005.42.01,Textil y Confeccion,True
6005.43.01,Textil y Confeccion,True
6005.44.01,Textil y Confeccion,True
6005.90.01,Textil y Confeccion,True
6005.90.99,Textil y Confeccion,True
6006.10.01,Textil y Confeccion,True
6006.21.01,Textil y Confeccion,True
6006.21.99,Textil y Confeccion,True
6006.22.01,Textil y Confeccion,True
6006.22.99,Textil y Confeccion,True
6006.23.01,Textil y Confeccion,True
6006.23.99,Textil y Confeccion,True
6006.24.01,Textil y Confeccion,True
6006.24.99,Textil y Confeccion,True
6006.31.02,Textil y Confeccion,True
6006.31.99,Textil y Confeccion,True
6006.32.02,Textil y Confeccion,True
6006.32.99,Textil y Confeccion,True
6006.33.02,Textil y Confeccion,True
6006.33.99,Textil y Confeccion,True
6006.34.02,Textil y Confeccion,True
6006.34.99,Textil y Confeccion,True
6006.41.01,Textil y Confeccion,True
6006.42.01,Textil y Confeccion,True
6006.43.01,Textil y Confeccion,True
6006.44.01,Textil y Confeccion,True
6006.90.99,Textil y Confeccion,True
6101.20.02,Textil y Confeccion,True
6101.20.99,Textil y Confeccion,True
6101.30.01,Textil y Confeccion,True
6101.30.91,Textil y Confeccion,True
6101.30.92,Textil y Confeccion,True
6101.90.01,Textil y Confeccion,True
6101.90.99,Textil y Confeccion,True
6102.10.01,Textil y Confeccion,True
6102.20.02,Textil y Confeccion,True
6102.20.99,Textil y Confeccion,True
6102.30.01,Textil y Confeccion,True
6102.30.99,Textil y Confeccion,True
6102.90.01,Textil y Confeccion,True
6103.10.01,Textil y Confeccion,True
6103.10.02,Textil y Confeccion,True
6103.10.03,Textil y Confeccion,True
6103.10.04,Textil y Confeccion,True
6103.10.99,Textil y Confeccion,True
6103.22.01,Textil y Confeccion,True
6103.23.01,Textil y Confeccion,True
6103.29.01,Textil y Confeccion,True
6103.29.99,Textil y Confeccion,True
6103.31.01,Textil y Confeccion,True
6103.32.01,Textil y Confeccion,True
6103.33.01,Textil y Confeccion,True
6103.33.99,Textil y Confeccion,True
6103.39.01,Textil y Confeccion,True
6103.39.02,Textil y Confeccion,True
6103.39.99,Textil y Confeccion,True
6103.41.01,Textil y Confeccion,True
6103.42.01,Textil y Confeccion,True
6103.42.02,Textil y Confeccion,True
6103.42.99,Textil y Confeccion,True
6103.43.01,Textil y Confeccion,True
6103.43.02,Textil y Confeccion,True
6103.43.03,Textil y Confeccion,True
6103.43.04,Textil y Confeccion,True
6103.43.05,Textil y Confeccion,True
6103.43.99,Textil y Confeccion,True
6103.49.01,Textil y Confeccion,True
6103.49.02,Textil y Confeccion,True
6103.49.99,Textil y Confeccion,True
6104.13.01,Textil y Confeccion,True
6104.13.99,Textil y Confeccion,True
6104.19.01,Textil y Confeccion,True
6104.19.02,Textil y Confeccion,True
6104.19.03,Textil y Confeccion,True
6104.19.04,Textil y Confeccion,True
6104.19.05,Textil y Confeccion,True
6104.19.99,Textil y Confeccion,True
6104.22.01,Textil y Confeccion,True
6104.23.01,Textil y Confeccion,True
6104.29.01,Textil y Confeccion,True
6104.29.99,Textil y Confeccion,True
6104.31.01,Textil y Confeccion,True
6104.32.01,Textil y Confeccion,True
6104.33.01,Textil y Confeccion,True
6104.33.99,Textil y Confeccion,True
6104.39.01,Textil y Confeccion,True
6104.39.02,Textil y Confeccion,True
6104.39.99,Textil y Confeccion,True
6104.41.01,Textil y Confeccion,True
6104.42.02,Textil y Confeccion,True
6104.42.99,Textil y Confeccion,True
6104.43.01,Textil y Confeccion,True
6104.43.91,Textil y Confeccion,True
6104.43.92,Textil y Confeccion,True
6104.44.01,Textil y Confeccion,True
6104.44.99,Textil y Confeccion,True
6104.49.01,Textil y Confeccion,True
6104.49.99,Textil y Confeccion,True
6104.51.01,Textil y Confeccion,True
6104.52.01,Textil y Confeccion,True
6104.53.01,Textil y Confeccion,True
6104.53.91,Textil y Confeccion,True
6104.53.92,Textil y Confeccion,True
6104.59.01,Textil y Confeccion,True
6104.59.02,Textil y Confeccion,True
6104.59.99,Textil y Confeccion,True
6104.61.01,Textil y Confeccion,True
6104.62.01,Textil y Confeccion,True
6104.62.02,Textil y Confeccion,True
6104.62.99,Textil y Confeccion,True
6104.63.01,Textil y Confeccion,True
6104.63.02,Textil y Confeccion,True
6104.63.99,Textil y Confeccion,True
6104.69.01,Textil y Confeccion,True
6104.69.02,Textil y Confeccion,True
6104.69.99,Textil y Confeccion,True
6105.10.01,Textil y Confeccion,True
6105.10.99,Textil y Confeccion,True
6105.20.02,Textil y Confeccion,True
6105.20.99,Textil y Confeccion,True
6105.90.01,Textil y Confeccion,True
6105.90.99,Textil y Confeccion,True
6106.10.01,Textil y Confeccion,True
6106.10.91,Textil y Confeccion,True
6106.10.92,Textil y Confeccion,True
6106.20.01,Textil y Confeccion,True
6106.20.91,Textil y Confeccion,True
6106.20.92,Textil y Confeccion,True
6106.90.01,Textil y Confeccion,True
6106.90.02,Textil y Confeccion,True
6106.90.99,Textil y Confeccion,True
6107.11.02,Textil y Confeccion,True
6107.11.99,Textil y Confeccion,True
6107.12.02,Textil y Confeccion,True
6107.12.99,Textil y Confeccion,True
6107.19.01,Textil y Confeccion,True
6107.21.01,Textil y Confeccion,True
6107.22.01,Textil y Confeccion,True
6107.29.01,Textil y Confeccion,True
6107.29.99,Textil y Confeccion,True
6107.91.01,Textil y Confeccion,True
6107.99.01,Textil y Confeccion,True
6107.99.02,Textil y Confeccion,True
6107.99.99,Textil y Confeccion,True
6108.11.01,Textil y Confeccion,True
6108.19.01,Textil y Confeccion,True
6108.21.02,Textil y Confeccion,True
6108.21.99,Textil y Confeccion,True
6108.22.02,Textil y Confeccion,True
6108.22.99,Textil y Confeccion,True
6108.29.01,Textil y Confeccion,True
6108.31.02,Textil y Confeccion,True
6108.31.99,Textil y Confeccion,True
6108.32.02,Textil y Confeccion,True
6108.32.99,Textil y Confeccion,True
6108.39.01,Textil y Confeccion,True
6108.39.99,Textil y Confeccion,True
6108.91.01,Textil y Confeccion,True
6108.91.99,Textil y Confeccion,True
6108.92.01,Textil y Confeccion,True
6108.92.99,Textil y Confeccion,True
6108.99.01,Textil y Confeccion,True
6108.99.99,Textil y Confeccion,True
6109.10.02,Textil y Confeccion,True
6109.10.99,Textil y Confeccion,True
6109.90.02,Textil y Confeccion,True
6109.90.03,Textil y Confeccion,True
6109.90.91,Textil y Confeccion,True
6109.90.92,Textil y Confeccion,True
6109.90.93,Textil y Confeccion,True
6110.11.02,Textil y Confeccion,True
6110.11.99,Textil y Confeccion,True
6110.12.01,Textil y Confeccion,True
6110.19.99,Textil y Confeccion,True
6110.20.02,Textil y Confeccion,True
6110.20.03,Textil y Confeccion,True
6110.20.04,Textil y Confeccion,True
6110.20.91,Textil y Confeccion,True
6110.20.92,Textil y Confeccion,True
6110.20.93,Textil y Confeccion,True
6110.20.99,Textil y Confeccion,True
6110.30.01,Textil y Confeccion,True
6110.30.02,Textil y Confeccion,True
6110.30.03,Textil y Confeccion,True
6110.30.91,Textil y Confeccion,True
6110.30.99,Textil y Confeccion,True
6110.90.01,Textil y Confeccion,True
6110.90.99,Textil y Confeccion,True
6111.20.02,Textil y Confeccion,True
6111.20.03,Textil y Confeccion,True
6111.20.04,Textil y Confeccion,True
6111.20.05,Textil y Confeccion,True
6111.20.06,Textil y Confeccion,True
6111.20.07,Textil y Confeccion,True
6111.20.08,Textil y Confeccion,True
6111.20.09,Textil y Confeccion,True
6111.20.10,Textil y Confeccion,True
6111.20.11,Textil y Confeccion,True
6111.20.99,Textil y Confeccion,True
6111.30.02,Textil y Confeccion,True
6111.30.03,Textil y Confeccion,True
6111.30.04,Textil y Confeccion,True
6111.30.05,Textil y Confeccion,True
6111.30.06,Textil y Confeccion,True
6111.30.99,Textil y Confeccion,True
6111.90.01,Textil y Confeccion,True
6111.90.02,Textil y Confeccion,True
6111.90.03,Textil y Confeccion,True
6111.90.04,Textil y Confeccion,True
6111.90.99,Textil y Confeccion,True
6112.11.01,Textil y Confeccion,True
6112.12.01,Textil y Confeccion,True
6112.19.01,Textil y Confeccion,True
6112.19.02,Textil y Confeccion,True
6112.19.99,Textil y Confeccion,True
6112.20.01,Textil y Confeccion,True
6112.20.99,Textil y Confeccion,True
6112.31.01,Textil y Confeccion,True
6112.39.01,Textil y Confeccion,True
6112.41.01,Textil y Confeccion,True
6112.49.01,Textil y Confeccion,True
6113.00.01,Textil y Confeccion,True
6113.00.99,Textil y Confeccion,True
6114.20.01,Textil y Confeccion,True
6114.30.01,Textil y Confeccion,True
6114.30.99,Textil y Confeccion,True
6114.90.01,Textil y Confeccion,True
6114.90.99,Textil y Confeccion,True
6115.10.01,Textil y Confeccion,True
6115.21.01,Textil y Confeccion,True
6115.22.01,Textil y Confeccion,True
6115.29.01,Textil y Confeccion,True
6115.30.01,Textil y Confeccion,True
6115.94.01,Textil y Confeccion,True
6115.95.01,Textil y Confeccion,True
6115.96.01,Textil y Confeccion,True
6115.99.01,Textil y Confeccion,True
6116.10.01,Textil y Confeccion,True
6116.10.99,Textil y Confeccion,True
6116.91.01,Textil y Confeccion,True
6116.92.01,Textil y Confeccion,True
6116.93.01,Textil y Confeccion,True
6116.99.01,Textil y Confeccion,True
6117.10.01,Textil y Confeccion,True
6117.10.99,Textil y Confeccion,True
6117.80.01,Textil y Confeccion,True
6117.80.02,Textil y Confeccion,True
6117.80.99,Textil y Confeccion,True
6117.90.01,Textil y Confeccion,True
6201.11.01,Textil y Confeccion,True
6201.12.01,Textil y Confeccion,True
6201.12.91,Textil y Confeccion,True
6201.12.92,Textil y Confeccion,True
6201.13.01,Textil y Confeccion,True
6201.13.02,Textil y Confeccion,True
6201.13.91,Textil y Confeccion,True
6201.13.92,Textil y Confeccion,True
6201.19.01,Textil y Confeccion,True
6201.91.01,Textil y Confeccion,True
6201.92.01,Textil y Confeccion,True
6201.92.91,Textil y Confeccion,True
6201.92.92,Textil y Confeccion,True
6201.93.01,Textil y Confeccion,True
6201.93.99,Textil y Confeccion,True
6201.99.01,Textil y Confeccion,True
6202.11.01,Textil y Confeccion,True
6202.12.01,Textil y Confeccion,True
6202.12.91,Textil y Confeccion,True
6202.12.92,Textil y Confeccion,True
6202.13.01,Textil y Confeccion,True
6202.13.02,Textil y Confeccion,True
6202.13.91,Textil y Confeccion,True
6202.13.92,Textil y Confeccion,True
6202.19.01,Textil y Confeccion,True
6202.91.01,Textil y Confeccion,True
6202.92.01,Textil y Confeccion,True
6202.92.91,Textil y Confeccion,True
6202.92.92,Textil y Confeccion,True
6202.93.01,Textil y Confeccion,True
6202.93.91,Textil y Confeccion,True
6202.93.92,Textil y Confeccion,True
6202.99.01,Textil y Confeccion,True
6203.11.01,Textil y Confeccion,True
6203.12.01,Textil y Confeccion,True
6203.19.01,Textil y Confeccion,True
6203.19.02,Textil y Confeccion,True
6203.19.99,Textil y Confeccion,True
6203.22.01,Textil y Confeccion,True
6203.23.01,Textil y Confeccion,True
6203.29.01,Textil y Confeccion,True
6203.29.99,Textil y Confeccion,True
6203.31.01,Textil y Confeccion,True
6203.32.02,Textil y Confeccion,True
6203.32.99,Textil y Confeccion,True
6203.33.01,Textil y Confeccion,True
6203.33.91,Textil y Confeccion,True
6203.33.92,Textil y Confeccion,True
6203.39.01,Textil y Confeccion,True
6203.39.02,Textil y Confeccion,True
6203.39.03,Textil y Confeccion,True
6203.39.99,Textil y Confeccion,True
6203.41.01,Textil y Confeccion,True
6203.42.01,Textil y Confeccion,True
6203.42.02,Textil y Confeccion,True
6203.42.03,Textil y Confeccion,True
6203.42.07,Textil y Confeccion,True
6203.42.08,Textil y Confeccion,True
6203.42.09,Textil y Confeccion,True
6203.42.91,Textil y Confeccion,True
6203.42.92,Textil y Confeccion,True
6203.42.93,Textil y Confeccion,True
6203.42.94,Textil y Confeccion,True
6203.42.95,Textil y Confeccion,True
6203.43.01,Textil y Confeccion,True
6203.43.03,Textil y Confeccion,True
6203.43.04,Textil y Confeccion,True
6203.43.05,Textil y Confeccion,True
6203.43.07,Textil y Confeccion,True
6203.43.08,Textil y Confeccion,True
6203.43.09,Textil y Confeccion,True
6203.43.91,Textil y Confeccion,True
6203.43.92,Textil y Confeccion,True
6203.43.93,Textil y Confeccion,True
6203.43.94,Textil y Confeccion,True
6203.49.01,Textil y Confeccion,True
6204.11.01,Textil y Confeccion,True
6204.12.01,Textil y Confeccion,True
6204.13.01,Textil y Confeccion,True
6204.13.99,Textil y Confeccion,True
6204.19.01,Textil y Confeccion,True
6204.19.02,Textil y Confeccion,True
6204.19.03,Textil y Confeccion,True
6204.19.99,Textil y Confeccion,True
6204.21.01,Textil y Confeccion,True
6204.22.01,Textil y Confeccion,True
6204.23.01,Textil y Confeccion,True
6204.29.01,Textil y Confeccion,True
6204.31.01,Textil y Confeccion,True
6204.32.02,Textil y Confeccion,True
6204.32.99,Textil y Confeccion,True
6204.33.01,Textil y Confeccion,True
6204.33.02,Textil y Confeccion,True
6204.33.91,Textil y Confeccion,True
6204.33.92,Textil y Confeccion,True
6204.39.01,Textil y Confeccion,True
6204.39.02,Textil y Confeccion,True
6204.39.03,Textil y Confeccion,True
6204.39.99,Textil y Confeccion,True
6204.41.01,Textil y Confeccion,True
6204.42.01,Textil y Confeccion,True
6204.42.91,Textil y Confeccion,True
6204.42.92,Textil y Confeccion,True
6204.43.01,Textil y Confeccion,True
6204.43.02,Textil y Confeccion,True
6204.43.91,Textil y Confeccion,True
6204.43.92,Textil y Confeccion,True
6204.44.01,Textil y Confeccion,True
6204.44.02,Textil y Confeccion,True
6204.44.91,Textil y Confeccion,True
6204.44.92,Textil y Confeccion,True
6204.49.01,Textil y Confeccion,True
6204.49.99,Textil y Confeccion,True
6204.51.01,Textil y Confeccion,True
6204.52.02,Textil y Confeccion,True
6204.52.99,Textil y Confeccion,True
6204.53.01,Textil y Confeccion,True
6204.53.02,Textil y Confeccion,True
6204.53.91,Textil y Confeccion,True
6204.53.92,Textil y Confeccion,True
6204.59.01,Textil y Confeccion,True
6204.59.02,Textil y Confeccion,True
6204.59.03,Textil y Confeccion,True
6204.59.04,Textil y Confeccion,True
6204.59.05,Textil y Confeccion,True
6204.59.99,Textil y Confeccion,True
6204.61.01,Textil y Confeccion,True
6204.62.03,Textil y Confeccion,True
6204.62.06,Textil y Confeccion,True
6204.62.07,Textil y Confeccion,True
6204.62.08,Textil y Confeccion,True
6204.62.91,Textil y Confeccion,True
6204.62.92,Textil y Confeccion,True
6204.62.93,Textil y Confeccion,True
6204.62.94,Textil y Confeccion,True
6204.62.95,Textil y Confeccion,True
6204.63.01,Textil y Confeccion,True
6204.63.03,Textil y Confeccion,True
6204.63.04,Textil y Confeccion,True
6204.63.05,Textil y Confeccion,True
6204.63.06,Textil y Confeccion,True
6204.63.07,Textil y Confeccion,True
6204.63.08,Textil y Confeccion,True
6204.63.91,Textil y Confeccion,True
6204.63.92,Textil y Confeccion,True
6204.63.93,Textil y Confeccion,True
6204.69.02,Textil y Confeccion,True
6204.69.03,Textil y Confeccion,True
6204.69.04,Textil y Confeccion,True
6204.69.05,Textil y Confeccion,True
6204.69.99,Textil y Confeccion,True
6205.20.01,Textil y Confeccion,True
6205.20.91,Textil y Confeccion,True
6205.20.92,Textil y Confeccion,True
6205.30.01,Textil y Confeccion,True
6205.30.91,Textil y Confeccion,True
6205.30.92,Textil y Confeccion,True
6205.90.01,Textil y Confeccion,True
6205.90.02,Textil y Confeccion,True
6205.90.99,Textil y Confeccion,True
6206.10.01,Textil y Confeccion,True
6206.20.01,Textil y Confeccion,True
6206.20.99,Textil y Confeccion,True
6206.30.02,Textil y Confeccion,True
6206.30.03,Textil y Confeccion,True
6206.40.01,Textil y Confeccion,True
6206.40.02,Textil y Confeccion,True
6206.40.91,Textil y Confeccion,True
6206.40.92,Textil y Confeccion,True
6206.90.01,Textil y Confeccion,True
6206.90.99,Textil y Confeccion,True
6207.11.01,Textil y Confeccion,True
6207.19.01,Textil y Confeccion,True
6207.21.01,Textil y Confeccion,True
6207.22.01,Textil y Confeccion,True
6207.29.01,Textil y Confeccion,True
6207.29.99,Textil y Confeccion,True
6207.91.01,Textil y Confeccion,True
6207.99.01,Textil y Confeccion,True
6207.99.02,Textil y Confeccion,True
6207.99.99,Textil y Confeccion,True
6208.11.01,Textil y Confeccion,True
6208.19.01,Textil y Confeccion,True
6208.21.01,Textil y Confeccion,True
6208.22.01,Textil y Confeccion,True
6208.29.01,Textil y Confeccion,True
6208.29.99,Textil y Confeccion,True
6208.91.01,Textil y Confeccion,True
6208.92.01,Textil y Confeccion,True
6208.92.99,Textil y Confeccion,True
6208.99.01,Textil y Confeccion,True
6208.99.02,Textil y Confeccion,True
6208.99.99,Textil y Confeccion,True
6209.20.02,Textil y Confeccion,True
6209.20.03,Textil y Confeccion,True
6209.20.04,Textil y Confeccion,True
6209.20.05,Textil y Confeccion,True
6209.20.06,Textil y Confeccion,True
6209.20.99,Textil y Confeccion,True
6209.30.02,Textil y Confeccion,True
6209.30.03,Textil y Confeccion,True
6209.30.04,Textil y Confeccion,True
6209.30.99,Textil y Confeccion,True
6209.90.01,Textil y Confeccion,True
6209.90.02,Textil y Confeccion,True
6209.90.03,Textil y Confeccion,True
6209.90.04,Textil y Confeccion,True
6209.90.99,Textil y Confeccion,True
6210.10.01,Textil y Confeccion,True
6210.20.01,Textil y Confeccion,True
6210.30.01,Textil y Confeccion,True
6210.40.01,Textil y Confeccion,True
6210.50.01,Textil y Confeccion,True
6211.11.01,Textil y Confeccion,True
6211.12.01,Textil y Confeccion,True
6211.20.01,Textil y Confeccion,True
6211.20.99,Textil y Confeccion,True
6211.32.01,Textil y Confeccion,True
6211.32.99,Textil y Confeccion,True
6211.33.01,Textil y Confeccion,True
6211.33.99,Textil y Confeccion,True
6211.39.01,Textil y Confeccion,True
6211.39.02,Textil y Confeccion,True
6211.39.99,Textil y Confeccion,True
6211.42.01,Textil y Confeccion,True
6211.42.99,Textil y Confeccion,True
6211.43.01,Textil y Confeccion,True
6211.43.99,Textil y Confeccion,True
6211.49.01,Textil y Confeccion,True
6212.10.02,Textil y Confeccion,True
6212.10.03,Textil y Confeccion,True
6212.10.04,Textil y Confeccion,True
6212.10.05,Textil y Confeccion,True
6212.10.06,Textil y Confeccion,True
6212.20.01,Textil y Confeccion,True
6212.30.01,Textil y Confeccion,True
6212.90.01,Textil y Confeccion,True
6212.90.02,Textil y Confeccion,True
6212.90.99,Textil y Confeccion,True
6213.20.01,Textil y Confeccion,True
6213.90.01,Textil y Confeccion,True
6213.90.99,Textil y Confeccion,True
6214.10.01,Textil y Confeccion,True
6214.20.01,Textil y Confeccion,True
6214.30.01,Textil y Confeccion,True
6214.40.01,Textil y Confeccion,True
6214.90.01,Textil y Confeccion,True
6215.10.01,Textil y Confeccion,True
6215.20.01,Textil y Confeccion,True
6215.90.01,Textil y Confeccion,True
6216.00.01,Textil y Confeccion,True
6217.10.01,Textil y Confeccion,True
6217.90.01,Textil y Confeccion,True
6301.10.01,Textil y Confeccion,True
6301.20.01,Textil y Confeccion,True
6301.30.01,Textil y Confeccion,True
6301.40.01,Textil y Confeccion,True
6301.90.01,Textil y Confeccion,True
6302.10.01,Textil y Confeccion,True
6302.21.01,Textil y Confeccion,True
6302.22.01,Textil y Confeccion,True
6302.29.01,Textil y Confeccion,True
6302.31.02,Textil y Confeccion,True
6302.31.03,Textil y Confeccion,True
6302.31.04,Textil y Confeccion,True
6302.31.05,Textil y Confeccion,True
6302.31.99,Textil y Confeccion,True
6302.32.02,Textil y Confeccion,True
6302.32.03,Textil y Confeccion,True
6302.32.04,Textil y Confeccion,True
6302.32.05,Textil y Confeccion,True
6302.32.99,Textil y Confeccion,True
6302.39.01,Textil y Confeccion,True
6302.40.01,Textil y Confeccion,True
6302.51.01,Textil y Confeccion,True
6302.53.01,Textil y Confeccion,True
6302.59.01,Textil y Confeccion,True
6302.59.99,Textil y Confeccion,True
6302.60.02,Textil y Confeccion,True
6302.60.03,Textil y Confeccion,True
6302.60.04,Textil y Confeccion,True
6302.60.05,Textil y Confeccion,True
6302.60.99,Textil y Confeccion,True
6302.91.01,Textil y Confeccion,True
6302.93.01,Textil y Confeccion,True
6302.99.01,Textil y Confeccion,True
6302.99.99,Textil y Confeccion,True
6303.12.01,Textil y Confeccion,True
6303.19.01,Textil y Confeccion,True
6303.19.99,Textil y Confeccion,True
6303.91.01,Textil y Confeccion,True
6303.92.01,Textil y Confeccion,True
6303.92.99,Textil y Confeccion,True
6303.99.01,Textil y Confeccion,True
6304.11.01,Textil y Confeccion,True
6304.19.99,Textil y Confeccion,True
6304.91.01,Textil y Confeccion,True
6304.92.01,Textil y Confeccion,True
6304.93.01,Textil y Confeccion,True
6304.99.01,Textil y Confeccion,True
6305.10.01,Textil y Confeccion,True
6305.20.01,Textil y Confeccion,True
6305.32.01,Textil y Confeccion,True
6305.33.01,Textil y Confeccion,True
6305.39.99,Textil y Confeccion,True
6305.90.01,Textil y Confeccion,True
6306.12.01,Textil y Confeccion,True
6306.19.01,Textil y Confeccion,True
6306.19.99,Textil y Confeccion,True
6306.22.01,Textil y Confeccion,True
6306.29.01,Textil y Confeccion,True
6306.29.99,Textil y Confeccion,True
6306.30.01,Textil y Confeccion,True
6306.30.99,Textil y Confeccion,True
6306.40.01,Textil y Confeccion,True
6306.40.99,Textil y Confeccion,True
6306.90.01,Textil y Confeccion,True
6306.90.99,Textil y Confeccion,True
6307.10.01,Textil y Confeccion,True
6307.20.01,Textil y Confeccion,True
6307.90.01,Textil y Confeccion,True
6307.90.99,Textil y Confeccion,True
6308.00.01,Textil y Confeccion,True
6309.00.01,Textil y Confeccion,True
6310.10.01,Textil y Confeccion,True
6310.10.99,Textil y Confeccion,True
6310.90.01,Textil y Confeccion,True
6310.90.99,Textil y Confeccion,True
6401.10.01,Calzado,True
6401.92.02,Calzado,True
6401.92.03,Calzado,True
6401.92.04,Calzado,True
6401.92.05,Calzado,True
6401.92.06,Calzado,True
6401.92.07,Calzado,True
6401.92.08,Calzado,True
6401.92.09,Calzado,True
6401.92.10,Calzado,True
6401.99.01,Calzado,True
6401.99.02,Calzado,True
6401.99.03,Calzado,True
6401.99.04,Calzado,True
6401.99.05,Calzado,True
6401.99.06,Calzado,True
6401.99.07,Calzado,True
6401.99.08,Calzado,True
6402.12.01,Calzado,True
6402.19.01,Calzado,True
6402.19.02,Calzado,True
6402.19.03,Calzado,True
6402.19.04,Calzado,True
6402.19.05,Calzado,True
6402.19.06,Calzado,True
6402.19.07,Calzado,True
6402.19.08,Calzado,True
6402.19.09,Calzado,True
6402.20.02,Calzado,True
6402.20.03,Calzado,True
6402.91.02,Calzado,True
6402.91.03,Calzado,True
6402.91.04,Calzado,True
6402.91.05,Calzado,True
6402.99.03,Calzado,True
6402.99.04,Calzado,True
6402.99.05,Calzado,True
6402.99.06,Calzado,True
6402.99.07,Calzado,True
6402.99.08,Calzado,True
6402.99.09,Calzado,True
6402.99.10,Calzado,True
6402.99.11,Calzado,True
6402.99.12,Calzado,True
6402.99.13,Calzado,True
6402.99.14,Calzado,True
6402.99.15,Calzado,True
6402.99.16,Calzado,True
6402.99.17,Calzado,True
6402.99.18,Calzado,True
6403.12.01,Calzado,True
6403.19.01,Calzado,True
6403.19.02,Calzado,True
6403.19.03,Calzado,True
6403.19.04,Calzado,True
6403.19.99,Calzado,True
6403.20.01,Calzado,True
6403.40.02,Calzado,True
6403.40.03,Calzado,True
6403.40.04,Calzado,True
6403.51.01,Calzado,True
